PROCESSING	57	56	11484	28484
PROCESSING	57	57	11898	27898
PROCESSING	58	55	11484	28484
PROCESSING	58	57	11484	26484
PROCESSING	59	55	11898	27898
PROCESSING	59	56	11484	26484
AT	56	58	10484	26484
PROCESSING	55	57	11898	29898
PROCESSING	55	58	11484	28484
PROCESSING	55	59	11898	27898
PROCESSING	56	57	11484	28484
PROCESSING	56	59	11484	26484
PROCESSING	57	57	11898	27898
PROCESSING	57	58	11484	26484
AT	57	57	10484	26484
PROCESSING	56	56	11898	29898
PROCESSING	56	57	11484	28484
PROCESSING	56	58	11898	27898
PROCESSING	57	56	11484	28484
PROCESSING	57	58	11484	26484
PROCESSING	58	56	11898	27898
PROCESSING	58	57	11484	26484
AT	57	58	11484	26484
PROCESSING	56	57	12898	29898
PROCESSING	56	58	12484	28484
PROCESSING	56	59	12898	27898
PROCESSING	57	57	12484	28484
PROCESSING	57	59	12484	26484
PROCESSING	58	57	12898	27898
PROCESSING	58	58	12484	26484
AT	58	57	11484	26484
PROCESSING	57	56	12898	29898
PROCESSING	57	57	12484	28484
PROCESSING	57	58	12898	27898
PROCESSING	58	56	12484	28484
PROCESSING	58	58	12484	26484
PROCESSING	59	56	12898	27898
PROCESSING	59	57	12484	26484
AT	58	57	11484	26484
PROCESSING	57	56	12898	29898
PROCESSING	57	57	12484	28484
PROCESSING	57	58	12898	27898
PROCESSING	58	56	12484	28484
PROCESSING	58	58	12484	26484
PROCESSING	59	56	12898	27898
PROCESSING	59	57	12484	26484
AT	59	56	11484	26484
PROCESSING	58	55	12898	29898
PROCESSING	58	56	12484	28484
PROCESSING	58	57	12898	27898
PROCESSING	59	55	12484	28484
PROCESSING	59	57	12484	26484
AT	56	59	11484	26484
PROCESSING	55	58	12898	29898
PROCESSING	55	59	12484	28484
PROCESSING	56	58	12484	28484
PROCESSING	57	58	12898	27898
PROCESSING	57	59	12484	26484
AT	57	58	11484	26484
PROCESSING	56	57	12898	29898
PROCESSING	56	58	12484	28484
PROCESSING	56	59	12898	27898
PROCESSING	57	57	12484	28484
PROCESSING	57	59	12484	26484
PROCESSING	58	57	12898	27898
PROCESSING	58	58	12484	26484
AT	57	58	11484	26484
PROCESSING	56	57	12898	29898
PROCESSING	56	58	12484	28484
PROCESSING	56	59	12898	27898
PROCESSING	57	57	12484	28484
PROCESSING	57	59	12484	26484
PROCESSING	58	57	12898	27898
PROCESSING	58	58	12484	26484
AT	58	57	11484	26484
PROCESSING	57	56	12898	29898
PROCESSING	57	57	12484	28484
PROCESSING	57	58	12898	27898
PROCESSING	58	56	12484	28484
PROCESSING	58	58	12484	26484
PROCESSING	59	56	12898	27898
PROCESSING	59	57	12484	26484
AT	57	59	12484	26484
PROCESSING	56	58	13898	29898
PROCESSING	56	59	13484	28484
PROCESSING	57	58	13484	28484
PROCESSING	58	58	13898	27898
PROCESSING	58	59	13484	26484
AT	58	58	12484	26484
PROCESSING	57	57	13898	29898
PROCESSING	57	58	13484	28484
PROCESSING	57	59	13898	27898
PROCESSING	58	57	13484	28484
PROCESSING	58	59	13484	26484
PROCESSING	59	57	13898	27898
PROCESSING	59	58	13484	26484
AT	58	58	12484	26484
PROCESSING	57	57	13898	29898
PROCESSING	57	58	13484	28484
PROCESSING	57	59	13898	27898
PROCESSING	58	57	13484	28484
PROCESSING	58	59	13484	26484
PROCESSING	59	57	13898	27898
PROCESSING	59	58	13484	26484
AT	59	57	12484	26484
PROCESSING	58	56	13898	29898
PROCESSING	58	57	13484	28484
PROCESSING	58	58	13898	27898
PROCESSING	59	56	13484	28484
PROCESSING	59	58	13484	26484
AT	58	58	12484	26484
PROCESSING	57	57	13898	29898
PROCESSING	57	58	13484	28484
PROCESSING	57	59	13898	27898
PROCESSING	58	57	13484	28484
PROCESSING	58	59	13484	26484
PROCESSING	59	57	13898	27898
PROCESSING	59	58	13484	26484
AT	59	57	12484	26484
PROCESSING	58	56	13898	29898
PROCESSING	58	57	13484	28484
PROCESSING	58	58	13898	27898
PROCESSING	59	56	13484	28484
PROCESSING	59	58	13484	26484
AT	59	57	12484	26484
PROCESSING	58	56	13898	29898
PROCESSING	58	57	13484	28484
PROCESSING	58	58	13898	27898
PROCESSING	59	56	13484	28484
PROCESSING	59	58	13484	26484
AT	59	58	13484	26484
PROCESSING	58	57	14898	29898
PROCESSING	58	58	14484	28484
PROCESSING	58	59	14898	27898
PROCESSING	59	57	14484	28484
PROCESSING	59	59	14484	26484
AT	59	58	13484	26484
PROCESSING	58	57	14898	29898
PROCESSING	58	58	14484	28484
PROCESSING	58	59	14898	27898
PROCESSING	59	57	14484	28484
PROCESSING	59	59	14484	26484
AT	59	59	14484	26484
PROCESSING	58	58	15898	29898
PROCESSING	58	59	15484	28484
PROCESSING	59	58	15484	28484
AT	59	59	14484	26484
PROCESSING	58	58	15898	29898
PROCESSING	58	59	15484	28484
PROCESSING	59	58	15484	28484
AT	57	59	12484	26484
PROCESSING	56	58	13898	29898
PROCESSING	56	59	13484	28484
PROCESSING	57	58	13484	28484
PROCESSING	58	58	13898	27898
PROCESSING	58	59	13484	26484
AT	57	59	12484	26484
PROCESSING	56	58	13898	29898
PROCESSING	56	59	13484	28484
PROCESSING	57	58	13484	28484
PROCESSING	58	58	13898	27898
PROCESSING	58	59	13484	26484
AT	58	59	13484	26484
PROCESSING	57	58	14898	29898
PROCESSING	57	59	14484	28484
PROCESSING	58	58	14484	28484
PROCESSING	59	58	14898	27898
AT	58	59	13484	26484
PROCESSING	57	58	14898	29898
PROCESSING	57	59	14484	28484
PROCESSING	58	58	14484	28484
PROCESSING	59	58	14898	27898
AT	58	58	12484	26484
PROCESSING	57	57	13898	29898
PROCESSING	57	58	13484	28484
PROCESSING	57	59	13898	27898
PROCESSING	58	57	13484	28484
PROCESSING	59	57	13898	27898
AT	57	59	12484	26484
PROCESSING	56	58	13898	29898
PROCESSING	56	59	13484	28484
PROCESSING	57	58	13484	28484
PROCESSING	58	58	13898	27898
AT	58	58	12484	26484
PROCESSING	57	57	13898	29898
PROCESSING	57	58	13484	28484
PROCESSING	57	59	13898	27898
PROCESSING	58	57	13484	28484
PROCESSING	59	57	13898	27898
AT	58	58	12484	26484
PROCESSING	57	57	13898	29898
PROCESSING	57	58	13484	28484
PROCESSING	57	59	13898	27898
PROCESSING	58	57	13484	28484
PROCESSING	59	57	13898	27898
AT	59	57	12484	26484
PROCESSING	58	56	13898	29898
PROCESSING	58	57	13484	28484
PROCESSING	58	58	13898	27898
PROCESSING	59	56	13484	28484
AT	58	59	13484	26484
PROCESSING	57	58	14898	29898
PROCESSING	57	59	14484	28484
PROCESSING	58	58	14484	28484
PROCESSING	59	58	14898	27898
AT	58	59	13484	26484
PROCESSING	57	58	14898	29898
PROCESSING	57	59	14484	28484
PROCESSING	58	58	14484	28484
PROCESSING	59	58	14898	27898
AT	59	58	13484	26484
PROCESSING	58	57	14898	29898
PROCESSING	58	58	14484	28484
PROCESSING	58	59	14898	27898
PROCESSING	59	57	14484	28484
AT	58	59	13484	26484
PROCESSING	57	58	14898	29898
PROCESSING	57	59	14484	28484
PROCESSING	58	58	14484	28484
PROCESSING	59	58	14898	27898
AT	59	58	13484	26484
PROCESSING	58	57	14898	29898
PROCESSING	58	58	14484	28484
PROCESSING	58	59	14898	27898
PROCESSING	59	57	14484	28484
AT	59	58	13484	26484
PROCESSING	58	57	14898	29898
PROCESSING	58	58	14484	28484
PROCESSING	58	59	14898	27898
PROCESSING	59	57	14484	28484
AT	58	59	13484	26484
PROCESSING	57	58	14898	29898
PROCESSING	57	59	14484	28484
PROCESSING	58	58	14484	28484
PROCESSING	59	58	14898	27898
AT	59	58	13484	26484
PROCESSING	58	57	14898	29898
PROCESSING	58	58	14484	28484
PROCESSING	58	59	14898	27898
PROCESSING	59	57	14484	28484
AT	59	58	13726	26726
PROCESSING	58	57	15140	30140
PROCESSING	58	58	14726	28726
PROCESSING	58	59	15140	28140
PROCESSING	59	57	14726	28726
PROCESSING	59	59	14726	26726
AT	58	59	13726	26726
PROCESSING	57	58	15140	30140
PROCESSING	57	59	14726	28726
PROCESSING	58	58	14726	28726
PROCESSING	59	58	15140	28140
PROCESSING	59	59	14726	26726
AT	59	58	13726	26726
PROCESSING	58	57	15140	30140
PROCESSING	58	58	14726	28726
PROCESSING	58	59	15140	28140
PROCESSING	59	57	14726	28726
PROCESSING	59	59	14726	26726
AT	58	59	13726	26726
PROCESSING	57	58	15140	30140
PROCESSING	57	59	14726	28726
PROCESSING	58	58	14726	28726
PROCESSING	59	58	15140	28140
PROCESSING	59	59	14726	26726
AT	59	59	14726	26726
PROCESSING	58	58	16140	30140
PROCESSING	58	59	15726	28726
PROCESSING	59	58	15726	28726
AT	59	59	14726	26726
PROCESSING	58	58	16140	30140
PROCESSING	58	59	15726	28726
PROCESSING	59	58	15726	28726
AT	59	59	14726	26726
PROCESSING	58	58	16140	30140
PROCESSING	58	59	15726	28726
PROCESSING	59	58	15726	28726
AT	59	59	14726	26726
PROCESSING	58	58	16140	30140
PROCESSING	58	59	15726	28726
PROCESSING	59	58	15726	28726
AT	57	59	12726	26726
PROCESSING	56	58	14140	30140
PROCESSING	56	59	13726	28726
PROCESSING	57	58	13726	28726
PROCESSING	58	58	14140	28140
AT	59	57	12726	26726
PROCESSING	58	56	14140	30140
PROCESSING	58	57	13726	28726
PROCESSING	58	58	14140	28140
PROCESSING	59	56	13726	28726
AT	55	56	8070	27070
PROCESSING	54	55	9484	30484
PROCESSING	54	56	9070	29070
PROCESSING	54	57	9484	28484
PROCESSING	55	55	9070	29070
PROCESSING	55	57	9070	27070
PROCESSING	56	55	9484	28484
PROCESSING	56	56	9070	27070
AT	56	55	8070	27070
PROCESSING	55	54	9484	30484
PROCESSING	55	55	9070	29070
PROCESSING	55	56	9484	28484
PROCESSING	56	54	9070	29070
PROCESSING	56	56	9070	27070
PROCESSING	57	54	9484	28484
PROCESSING	57	55	9070	27070
AT	55	57	9070	27070
PROCESSING	54	56	10484	30484
PROCESSING	54	57	10070	29070
PROCESSING	54	58	10484	28484
PROCESSING	55	56	10070	29070
PROCESSING	55	58	10070	27070
PROCESSING	56	56	10484	28484
PROCESSING	56	57	10070	27070
AT	56	56	9070	27070
PROCESSING	55	55	10484	30484
PROCESSING	55	56	10070	29070
PROCESSING	55	57	10484	28484
PROCESSING	56	55	10070	29070
PROCESSING	56	57	10070	27070
PROCESSING	57	55	10484	28484
PROCESSING	57	56	10070	27070
AT	56	56	9070	27070
PROCESSING	55	55	10484	30484
PROCESSING	55	56	10070	29070
PROCESSING	55	57	10484	28484
PROCESSING	56	55	10070	29070
PROCESSING	56	57	10070	27070
PROCESSING	57	55	10484	28484
PROCESSING	57	56	10070	27070
AT	57	55	9070	27070
PROCESSING	56	54	10484	30484
PROCESSING	56	55	10070	29070
PROCESSING	56	56	10484	28484
PROCESSING	57	54	10070	29070
PROCESSING	57	56	10070	27070
PROCESSING	58	54	10484	28484
PROCESSING	58	55	10070	27070
AT	55	58	10070	27070
PROCESSING	54	57	11484	30484
PROCESSING	54	58	11070	29070
PROCESSING	54	59	11484	28484
PROCESSING	55	57	11070	29070
PROCESSING	55	59	11070	27070
PROCESSING	56	57	11484	28484
PROCESSING	56	58	11070	27070
AT	56	57	10070	27070
PROCESSING	55	56	11484	30484
PROCESSING	55	57	11070	29070
PROCESSING	55	58	11484	28484
PROCESSING	56	56	11070	29070
PROCESSING	56	58	11070	27070
PROCESSING	57	56	11484	28484
PROCESSING	57	57	11070	27070
AT	56	57	10070	27070
PROCESSING	55	56	11484	30484
PROCESSING	55	57	11070	29070
PROCESSING	55	58	11484	28484
PROCESSING	56	56	11070	29070
PROCESSING	56	58	11070	27070
PROCESSING	57	56	11484	28484
PROCESSING	57	57	11070	27070
AT	57	56	10070	27070
PROCESSING	56	55	11484	30484
PROCESSING	56	56	11070	29070
PROCESSING	56	57	11484	28484
PROCESSING	57	55	11070	29070
PROCESSING	57	57	11070	27070
PROCESSING	58	55	11484	28484
PROCESSING	58	56	11070	27070
AT	56	57	10070	27070
PROCESSING	55	56	11484	30484
PROCESSING	55	57	11070	29070
PROCESSING	55	58	11484	28484
PROCESSING	56	56	11070	29070
PROCESSING	56	58	11070	27070
PROCESSING	57	56	11484	28484
PROCESSING	57	57	11070	27070
AT	57	56	10070	27070
PROCESSING	56	55	11484	30484
PROCESSING	56	56	11070	29070
PROCESSING	56	57	11484	28484
PROCESSING	57	55	11070	29070
PROCESSING	57	57	11070	27070
PROCESSING	58	55	11484	28484
PROCESSING	58	56	11070	27070
AT	57	56	10070	27070
PROCESSING	56	55	11484	30484
PROCESSING	56	56	11070	29070
PROCESSING	56	57	11484	28484
PROCESSING	57	55	11070	29070
PROCESSING	57	57	11070	27070
PROCESSING	58	55	11484	28484
PROCESSING	58	56	11070	27070
AT	58	55	10070	27070
PROCESSING	57	54	11484	30484
PROCESSING	57	55	11070	29070
PROCESSING	57	56	11484	28484
PROCESSING	58	54	11070	29070
PROCESSING	58	56	11070	27070
PROCESSING	59	54	11484	28484
PROCESSING	59	55	11070	27070
AT	55	59	11070	27070
PROCESSING	54	58	12484	30484
PROCESSING	54	59	12070	29070
PROCESSING	54	60	12484	28484
PROCESSING	55	58	12070	29070
PROCESSING	56	58	12484	28484
PROCESSING	56	59	12070	27070
AT	56	58	11070	27070
PROCESSING	55	57	12484	30484
PROCESSING	55	58	12070	29070
PROCESSING	55	59	12484	28484
PROCESSING	56	57	12070	29070
PROCESSING	56	59	12070	27070
PROCESSING	57	57	12484	28484
PROCESSING	57	58	12070	27070
AT	56	58	11070	27070
PROCESSING	55	57	12484	30484
PROCESSING	55	58	12070	29070
PROCESSING	55	59	12484	28484
PROCESSING	56	57	12070	29070
PROCESSING	56	59	12070	27070
PROCESSING	57	57	12484	28484
PROCESSING	57	58	12070	27070
AT	57	57	11070	27070
PROCESSING	56	56	12484	30484
PROCESSING	56	57	12070	29070
PROCESSING	56	58	12484	28484
PROCESSING	57	56	12070	29070
PROCESSING	57	58	12070	27070
PROCESSING	58	56	12484	28484
PROCESSING	58	57	12070	27070
AT	56	58	11070	27070
PROCESSING	55	57	12484	30484
PROCESSING	55	58	12070	29070
PROCESSING	55	59	12484	28484
PROCESSING	56	57	12070	29070
PROCESSING	56	59	12070	27070
PROCESSING	57	57	12484	28484
PROCESSING	57	58	12070	27070
AT	57	57	11070	27070
PROCESSING	56	56	12484	30484
PROCESSING	56	57	12070	29070
PROCESSING	56	58	12484	28484
PROCESSING	57	56	12070	29070
PROCESSING	57	58	12070	27070
PROCESSING	58	56	12484	28484
PROCESSING	58	57	12070	27070
AT	57	57	11070	27070
PROCESSING	56	56	12484	30484
PROCESSING	56	57	12070	29070
PROCESSING	56	58	12484	28484
PROCESSING	57	56	12070	29070
PROCESSING	57	58	12070	27070
PROCESSING	58	56	12484	28484
PROCESSING	58	57	12070	27070
AT	58	56	11070	27070
PROCESSING	57	55	12484	30484
PROCESSING	57	56	12070	29070
PROCESSING	57	57	12484	28484
PROCESSING	58	55	12070	29070
PROCESSING	58	57	12070	27070
PROCESSING	59	55	12484	28484
PROCESSING	59	56	12070	27070
AT	56	58	11070	27070
PROCESSING	55	57	12484	30484
PROCESSING	55	58	12070	29070
PROCESSING	55	59	12484	28484
PROCESSING	56	57	12070	29070
PROCESSING	56	59	12070	27070
PROCESSING	57	57	12484	28484
PROCESSING	57	58	12070	27070
AT	57	57	11070	27070
PROCESSING	56	56	12484	30484
PROCESSING	56	57	12070	29070
PROCESSING	56	58	12484	28484
PROCESSING	57	56	12070	29070
PROCESSING	57	58	12070	27070
PROCESSING	58	56	12484	28484
PROCESSING	58	57	12070	27070
AT	57	57	11070	27070
PROCESSING	56	56	12484	30484
PROCESSING	56	57	12070	29070
PROCESSING	56	58	12484	28484
PROCESSING	57	56	12070	29070
PROCESSING	57	58	12070	27070
PROCESSING	58	56	12484	28484
PROCESSING	58	57	12070	27070
AT	58	56	11070	27070
PROCESSING	57	55	12484	30484
PROCESSING	57	56	12070	29070
PROCESSING	57	57	12484	28484
PROCESSING	58	55	12070	29070
PROCESSING	58	57	12070	27070
PROCESSING	59	55	12484	28484
PROCESSING	59	56	12070	27070
AT	57	57	11070	27070
PROCESSING	56	56	12484	30484
PROCESSING	56	57	12070	29070
PROCESSING	56	58	12484	28484
PROCESSING	57	56	12070	29070
PROCESSING	57	58	12070	27070
PROCESSING	58	56	12484	28484
PROCESSING	58	57	12070	27070
AT	59	56	12070	27070
PROCESSING	58	55	13484	30484
PROCESSING	58	56	13070	29070
PROCESSING	58	57	13484	28484
PROCESSING	59	55	13070	29070
PROCESSING	59	57	13070	27070
AT	57	58	12070	27070
PROCESSING	56	57	13484	30484
PROCESSING	56	58	13070	29070
PROCESSING	56	59	13484	28484
PROCESSING	57	57	13070	29070
PROCESSING	57	59	13070	27070
PROCESSING	58	57	13484	28484
PROCESSING	58	58	13070	27070
AT	58	57	12070	27070
PROCESSING	57	56	13484	30484
PROCESSING	57	57	13070	29070
PROCESSING	57	58	13484	28484
PROCESSING	58	56	13070	29070
PROCESSING	58	58	13070	27070
PROCESSING	59	56	13484	28484
PROCESSING	59	57	13070	27070
AT	59	57	13070	27070
PROCESSING	58	56	14484	30484
PROCESSING	58	57	14070	29070
PROCESSING	58	58	14484	28484
PROCESSING	59	56	14070	29070
PROCESSING	59	58	14070	27070
AT	57	59	13070	27070
PROCESSING	56	58	14484	30484
PROCESSING	56	59	14070	29070
PROCESSING	57	58	14070	29070
PROCESSING	58	58	14484	28484
PROCESSING	58	59	14070	27070
AT	58	58	13070	27070
PROCESSING	57	57	14484	30484
PROCESSING	57	58	14070	29070
PROCESSING	57	59	14484	28484
PROCESSING	58	57	14070	29070
PROCESSING	58	59	14070	27070
PROCESSING	59	57	14484	28484
PROCESSING	59	58	14070	27070
AT	58	58	13070	27070
PROCESSING	57	57	14484	30484
PROCESSING	57	58	14070	29070
PROCESSING	57	59	14484	28484
PROCESSING	58	57	14070	29070
PROCESSING	58	59	14070	27070
PROCESSING	59	57	14484	28484
PROCESSING	59	58	14070	27070
AT	59	57	13070	27070
PROCESSING	58	56	14484	30484
PROCESSING	58	57	14070	29070
PROCESSING	58	58	14484	28484
PROCESSING	59	56	14070	29070
PROCESSING	59	58	14070	27070
AT	59	58	14070	27070
PROCESSING	58	57	15484	30484
PROCESSING	58	58	15070	29070
PROCESSING	58	59	15484	28484
PROCESSING	59	57	15070	29070
PROCESSING	59	59	15070	27070
AT	58	59	14070	27070
PROCESSING	57	58	15484	30484
PROCESSING	57	59	15070	29070
PROCESSING	58	58	15070	29070
PROCESSING	59	58	15484	28484
PROCESSING	59	59	15070	27070
AT	58	59	14070	27070
PROCESSING	57	58	15484	30484
PROCESSING	57	59	15070	29070
PROCESSING	58	58	15070	29070
PROCESSING	59	58	15484	28484
PROCESSING	59	59	15070	27070
AT	59	58	14070	27070
PROCESSING	58	57	15484	30484
PROCESSING	58	58	15070	29070
PROCESSING	58	59	15484	28484
PROCESSING	59	57	15070	29070
PROCESSING	59	59	15070	27070
AT	58	59	14070	27070
PROCESSING	57	58	15484	30484
PROCESSING	57	59	15070	29070
PROCESSING	58	58	15070	29070
PROCESSING	59	58	15484	28484
PROCESSING	59	59	15070	27070
AT	59	58	14070	27070
PROCESSING	58	57	15484	30484
PROCESSING	58	58	15070	29070
PROCESSING	58	59	15484	28484
PROCESSING	59	57	15070	29070
PROCESSING	59	59	15070	27070
AT	59	58	14070	27070
PROCESSING	58	57	15484	30484
PROCESSING	58	58	15070	29070
PROCESSING	58	59	15484	28484
PROCESSING	59	57	15070	29070
PROCESSING	59	59	15070	27070
AT	59	59	15070	27070
PROCESSING	58	58	16484	30484
PROCESSING	58	59	16070	29070
PROCESSING	59	58	16070	29070
AT	59	59	15070	27070
PROCESSING	58	58	16484	30484
PROCESSING	58	59	16070	29070
PROCESSING	59	58	16070	29070
AT	59	59	15070	27070
PROCESSING	58	58	16484	30484
PROCESSING	58	59	16070	29070
PROCESSING	59	58	16070	29070
AT	59	59	15070	27070
PROCESSING	58	58	16484	30484
PROCESSING	58	59	16070	29070
PROCESSING	59	58	16070	29070
